pays,code_pays,annee,produit,code_produit,dispo_int,alim_ani,semences,pertes,transfo,nourriture,autres_utilisations
Arménie,1,2013,Blé,2511,554000.0,93000.0,30000.0,32000.0,10000.0,389000.0,0.0
Arménie,1,2013,Orge,2513,198000.0,137000.0,14000.0,15000.0,7000.0,0.0,26000.0
Arménie,1,2013,Maïs,2514,102000.0,96000.0,0.0,7000.0,,0.0,
Arménie,1,2013,Seigle,2515,1000.0,1000.0,0.0,0.0,,0.0,
Arménie,1,2013,Avoine,2516,6000.0,4000.0,0.0,0.0,,1000.0,
Arménie,1,2013,Millet,2517,0.0,0.0,,,,,
Arménie,1,2013,Sorgho,2518,0.0,0.0,,,,,
Arménie,1,2013,"Céréales, Autres",2520,21000.0,1000.0,1000.0,1000.0,,6000.0,12000.0
Arménie,1,2013,Pommes de Terre,2531,672000.0,225000.0,123000.0,96000.0,78000.0,134000.0,16000.0
Arménie,1,2013,Manioc,2532,0.0,0.0,,,,,
Arménie,1,2013,Racines nda,2534,0.0,0.0,,,,,
Arménie,1,2013,"Sucre, betterave",2537,55000.0,1000.0,,,54000.0,,
Arménie,1,2013,Sucre Eq Brut,2542,93000.0,,,,,98000.0,0.0
Arménie,1,2013,Edulcorants Autres,2543,5000.0,,,,,5000.0,0.0
Arménie,1,2013,Haricots,2546,5000.0,5000.0,0.0,0.0,,,
Arménie,1,2013,Pois,2547,2000.0,2000.0,,,,,
Arménie,1,2013,Légumineuses Autres,2549,3000.0,3000.0,,0.0,,0.0,
Arménie,1,2013,Noix,2551,6000.0,,,0.0,,6000.0,
Arménie,1,2013,Soja,2555,0.0,0.0,,,,0.0,
Arménie,1,2013,Arachides Decortiquees,2556,1000.0,,,,,1000.0,
Arménie,1,2013,Graines de tournesol,2557,2000.0,0.0,,,2000.0,,
Arménie,1,2013,Graines Colza/Moutarde,2558,0.0,0.0,,,,0.0,
Arménie,1,2013,Coco (Incl Coprah),2560,0.0,,,,,0.0,
Arménie,1,2013,Sésame,2561,0.0,,,,,0.0,
Arménie,1,2013,Olives,2563,3000.0,,,,,3000.0,
Arménie,1,2013,"Plantes Oleiferes, Autre",2570,1000.0,1000.0,,,,0.0,
Arménie,1,2013,Huile de Soja,2571,1000.0,,,,,1000.0,
Arménie,1,2013,Huile d'Arachide,2572,0.0,,,,,0.0,
Arménie,1,2013,Huile de Tournesol,2573,30000.0,,,,,26000.0,3000.0
Arménie,1,2013,Huile de Colza&Moutarde,2574,0.0,,,,,0.0,
Arménie,1,2013,Huile Graines de Coton,2575,0.0,,,,,0.0,0.0
Arménie,1,2013,Huile de Palmistes,2576,0.0,,,,,0.0,
Arménie,1,2013,Huile de Palme,2577,1000.0,,,,,,1000.0
Arménie,1,2013,Huile de Coco,2578,1000.0,,,,,1000.0,
Arménie,1,2013,Huile de Sésame,2579,0.0,,,,,0.0,
Arménie,1,2013,Huile d'Olive,2580,0.0,,,,,0.0,0.0
Arménie,1,2013,Huile de Germe de Maïs,2582,0.0,,,,,0.0,
Arménie,1,2013,Huil Plantes Oleif Autr,2586,2000.0,,,,0.0,0.0,2000.0
Arménie,1,2013,Tomates,2601,273000.0,,,11000.0,,262000.0,
Arménie,1,2013,Oignons,2602,53000.0,,,0.0,,52000.0,
Arménie,1,2013,"Légumes, Autres",2605,764000.0,13000.0,,27000.0,,724000.0,
Arménie,1,2013,"Oranges, Mandarines",2611,14000.0,,,,,14000.0,
Arménie,1,2013,Citrons & Limes,2612,1000.0,,,,,1000.0,
Arménie,1,2013,Pamplemousse,2613,2000.0,,,,,2000.0,
Arménie,1,2013,"Agrumes, Autres",2614,1000.0,,,,,1000.0,
Arménie,1,2013,Bananes,2615,2000.0,,,,,2000.0,
Arménie,1,2013,Bananes plantains,2616,8000.0,,,,,8000.0,
Arménie,1,2013,Pommes,2617,107000.0,19000.0,,8000.0,7000.0,74000.0,
Arménie,1,2013,Ananas,2618,0.0,,,,,0.0,
Arménie,1,2013,Dattes,2619,0.0,,,,,0.0,
Arménie,1,2013,Raisin,2620,235000.0,,,12000.0,8000.0,40000.0,175000.0
Arménie,1,2013,"Fruits, Autres",2625,206000.0,,,19000.0,0.0,187000.0,
Arménie,1,2013,Café,2630,12000.0,,,,,12000.0,
Arménie,1,2013,Feve de Cacao,2633,7000.0,,,,,7000.0,
Arménie,1,2013,Thé,2635,0.0,,,,,0.0,
Arménie,1,2013,Poivre,2640,0.0,,,,,0.0,
Arménie,1,2013,Piments,2641,0.0,,,,,0.0,
Arménie,1,2013,Girofles,2642,0.0,0.0,,,,,
Arménie,1,2013,"Épices, Autres",2645,0.0,,,,,0.0,
Arménie,1,2013,Vin,2655,4000.0,,,,,4000.0,
Arménie,1,2013,Bière,2656,19000.0,,,,,19000.0,
Arménie,1,2013,Boissons Fermentés,2657,0.0,,,,,0.0,
Arménie,1,2013,Boissons Alcooliques,2658,1000.0,,,,,1000.0,
Arménie,1,2013,"Alcool, non Comestible",2659,0.0,,,,,,0.0
Arménie,1,2013,Aliments pour enfants,2680,0.0,,,,,0.0,
Arménie,1,2013,Viande de Bovins,2731,61000.0,,,,,59000.0,2000.0
Arménie,1,2013,Viande d'Ovins/Caprins,2732,9000.0,,,,,9000.0,
Arménie,1,2013,Viande de Suides,2733,31000.0,,,,,29000.0,2000.0
Arménie,1,2013,Viande de Volailles,2734,40000.0,,,,,40000.0,
Arménie,1,2013,"Viande, Autre",2735,0.0,,,,,0.0,
Arménie,1,2013,Abats Comestible,2736,17000.0,,,0.0,,14000.0,3000.0
Arménie,1,2013,Graisses Animales Crue,2737,11000.0,,,0.0,,11000.0,0.0
Arménie,1,2013,"Beurre, Ghee",2740,5000.0,,,,,5000.0,
Arménie,1,2013,Crème,2743,0.0,,,,,0.0,
Arménie,1,2013,Oeufs,2744,35000.0,,0.0,,,35000.0,0.0
Arménie,1,2013,Miel,2745,2000.0,,,,,2000.0,
Arménie,1,2013,Poissons Eau Douce,2761,10000.0,,,,,10000.0,0.0
Arménie,1,2013,Perciform,2762,0.0,,,,,0.0,0.0
Arménie,1,2013,Poissons Pelagiques,2763,11000.0,8000.0,,,,2000.0,0.0
Arménie,1,2013,"Poissons Marins, Autres",2764,1000.0,,,,,1000.0,0.0
Arménie,1,2013,Crustacés,2765,0.0,,,,,0.0,0.0
Arménie,1,2013,Cephalopodes,2766,0.0,,,,,0.0,0.0
Arménie,1,2013,"Mollusques, Autres",2767,0.0,,,,,0.0,0.0
Arménie,1,2013,Animaux Aquatiques Autre,2769,0.0,,,,,0.0,0.0
Arménie,1,2013,Plantes Aquatiques,2775,0.0,,,,,0.0,0.0
Arménie,1,2013,Huiles de Poissons,2781,0.0,,,,,0.0,0.0
Arménie,1,2013,Huiles de Foie de Poisso,2782,0.0,,,,,0.0,0.0
Arménie,1,2013,Riz (Eq Blanchi),2805,10000.0,0.0,,,,9000.0,
Arménie,1,2013,Lait - Excl Beurre,2848,671000.0,48000.0,,,0.0,622000.0,
Arménie,1,2013,Miscellanees,2899,,,,,,,
Afghanistan,2,2013,Blé,2511,5992000.0,,322000.0,775000.0,,4895000.0,
Afghanistan,2,2013,Orge,2513,524000.0,360000.0,22000.0,52000.0,,89000.0,
Afghanistan,2,2013,Maïs,2514,313000.0,200000.0,5000.0,31000.0,,76000.0,
Afghanistan,2,2013,Millet,2517,13000.0,,0.0,1000.0,,12000.0,
Afghanistan,2,2013,"Céréales, Autres",2520,0.0,,,,,0.0,
Afghanistan,2,2013,Pommes de Terre,2531,262000.0,,23000.0,9000.0,,230000.0,
Afghanistan,2,2013,"Sucre, canne",2536,90000.0,81000.0,,,9000.0,,
Afghanistan,2,2013,"Sucre, betterave",2537,15000.0,0.0,,,15000.0,,
Afghanistan,2,2013,Sucre Eq Brut,2542,255000.0,,,,,255000.0,
Afghanistan,2,2013,Edulcorants Autres,2543,16000.0,,,,,16000.0,
Afghanistan,2,2013,Légumineuses Autres,2549,86000.0,4000.0,5000.0,3000.0,,74000.0,
Afghanistan,2,2013,Noix,2551,44000.0,,,,,44000.0,
Afghanistan,2,2013,Graines de tournesol,2557,3000.0,,0.0,,3000.0,,
Afghanistan,2,2013,Graines de coton,2559,27000.0,,1000.0,,26000.0,,
Afghanistan,2,2013,Coco (Incl Coprah),2560,0.0,,,,,0.0,
Afghanistan,2,2013,Sésame,2561,21000.0,,1000.0,1000.0,4000.0,16000.0,
Afghanistan,2,2013,Olives,2563,7000.0,,,0.0,4000.0,2000.0,
Afghanistan,2,2013,"Plantes Oleiferes, Autre",2570,3000.0,,0.0,0.0,2000.0,,
Afghanistan,2,2013,Huile de Soja,2571,16000.0,,,,,16000.0,
Afghanistan,2,2013,Huile d'Arachide,2572,0.0,,,,,0.0,
Afghanistan,2,2013,Huile de Tournesol,2573,23000.0,,,,,23000.0,
Afghanistan,2,2013,Huile de Colza&Moutarde,2574,2000.0,,,,,2000.0,
Afghanistan,2,2013,Huile Graines de Coton,2575,5000.0,,,,,4000.0,1000.0
Afghanistan,2,2013,Huile de Palme,2577,119000.0,,,,,64000.0,55000.0
Afghanistan,2,2013,Huile de Sésame,2579,1000.0,,,,,1000.0,
Afghanistan,2,2013,Huile d'Olive,2580,1000.0,,,,,1000.0,
Afghanistan,2,2013,Huil Plantes Oleif Autr,2586,361000.0,,,,,2000.0,359000.0
Afghanistan,2,2013,Tomates,2601,0.0,,,,,0.0,
Afghanistan,2,2013,"Légumes, Autres",2605,1007000.0,,,122000.0,,885000.0,
Afghanistan,2,2013,"Oranges, Mandarines",2611,145000.0,,,0.0,,145000.0,
Afghanistan,2,2013,"Agrumes, Autres",2614,41000.0,,,2000.0,,39000.0,
Afghanistan,2,2013,Bananes,2615,82000.0,,,,,82000.0,
Afghanistan,2,2013,Pommes,2617,72000.0,,,4000.0,,68000.0,
Afghanistan,2,2013,Ananas,2618,0.0,,,,,0.0,
Afghanistan,2,2013,Dattes,2619,1000.0,,,,,1000.0,
Afghanistan,2,2013,Raisin,2620,513000.0,,,31000.0,,483000.0,
Afghanistan,2,2013,"Fruits, Autres",2625,240000.0,,,17000.0,,223000.0,
Afghanistan,2,2013,Café,2630,0.0,,,,,0.0,
Afghanistan,2,2013,Feve de Cacao,2633,1000.0,,,,,1000.0,
Afghanistan,2,2013,Thé,2635,107000.0,,,,,107000.0,
Afghanistan,2,2013,Poivre,2640,0.0,,,,,0.0,
Afghanistan,2,2013,"Épices, Autres",2645,8000.0,,,,,8000.0,
Afghanistan,2,2013,Vin,2655,0.0,,,,,0.0,
Afghanistan,2,2013,Bière,2656,3000.0,,,,,3000.0,
Afghanistan,2,2013,Boissons Alcooliques,2658,0.0,,,,,0.0,
Afghanistan,2,2013,Aliments pour enfants,2680,2000.0,,,,,2000.0,
Afghanistan,2,2013,Viande de Bovins,2731,140000.0,,,,,140000.0,
Afghanistan,2,2013,Viande d'Ovins/Caprins,2732,150000.0,,,,,150000.0,
Afghanistan,2,2013,Viande de Volailles,2734,75000.0,,,,,75000.0,
Afghanistan,2,2013,"Viande, Autre",2735,12000.0,,,,,12000.0,
Afghanistan,2,2013,Abats Comestible,2736,53000.0,,,,,53000.0,
Afghanistan,2,2013,Graisses Animales Crue,2737,15000.0,,,,,15000.0,
Afghanistan,2,2013,"Beurre, Ghee",2740,36000.0,,,,,36000.0,
Afghanistan,2,2013,Crème,2743,18000.0,,,,,18000.0,
Afghanistan,2,2013,Oeufs,2744,47000.0,,2000.0,5000.0,,40000.0,
Afghanistan,2,2013,Miel,2745,2000.0,,,,,2000.0,
Afghanistan,2,2013,Poissons Eau Douce,2761,2000.0,,,,,2000.0,0.0
Afghanistan,2,2013,Riz (Eq Blanchi),2805,461000.0,,14000.0,24000.0,,422000.0,
Afghanistan,2,2013,Lait - Excl Beurre,2848,2083000.0,123000.0,,58000.0,,1901000.0,
Afghanistan,2,2013,Miscellanees,2899,,,,,,,
Albanie,3,2013,Blé,2511,650000.0,18000.0,18000.0,44000.0,,440000.0,130000.0
Albanie,3,2013,Orge,2513,19000.0,7000.0,0.0,1000.0,9000.0,1000.0,1000.0
Albanie,3,2013,Maïs,2514,420000.0,361000.0,3000.0,44000.0,3000.0,6000.0,3000.0
Albanie,3,2013,Seigle,2515,3000.0,,0.0,1000.0,,2000.0,
Albanie,3,2013,Avoine,2516,28000.0,25000.0,1000.0,1000.0,,0.0,
Albanie,3,2013,Millet,2517,0.0,0.0,,,,,
Albanie,3,2013,Sorgho,2518,0.0,0.0,0.0,0.0,,,
Albanie,3,2013,"Céréales, Autres",2520,0.0,0.0,,,,0.0,
Albanie,3,2013,Pommes de Terre,2531,262000.0,75000.0,29000.0,23000.0,,131000.0,5000.0
Albanie,3,2013,Manioc,2532,0.0,,,,,0.0,0.0
Albanie,3,2013,Patates douces,2533,1000.0,,,,,1000.0,
Albanie,3,2013,Racines nda,2534,0.0,,,,,0.0,
Albanie,3,2013,"Sucre, betterave",2537,40000.0,1000.0,,,39000.0,,
Albanie,3,2013,Sucre Eq Brut,2542,69000.0,,,,,56000.0,13000.0
Albanie,3,2013,Edulcorants Autres,2543,93000.0,,,,,93000.0,0.0
Albanie,3,2013,Haricots,2546,28000.0,1000.0,3000.0,8000.0,,16000.0,
Albanie,3,2013,Pois,2547,0.0,,,,,0.0,
Albanie,3,2013,Légumineuses Autres,2549,3000.0,1000.0,1000.0,0.0,,1000.0,
Albanie,3,2013,Noix,2551,14000.0,,,0.0,,13000.0,
Albanie,3,2013,Soja,2555,0.0,,0.0,0.0,0.0,0.0,
Albanie,3,2013,Arachides Decortiquees,2556,1000.0,,,,0.0,0.0,
Albanie,3,2013,Graines de tournesol,2557,2000.0,,0.0,0.0,1000.0,,
Albanie,3,2013,Graines Colza/Moutarde,2558,0.0,,,,,0.0,
Albanie,3,2013,Graines de coton,2559,1000.0,,0.0,0.0,0.0,,
Albanie,3,2013,Coco (Incl Coprah),2560,0.0,,,,,0.0,
Albanie,3,2013,Sésame,2561,0.0,,,,,,0.0
Albanie,3,2013,Palmistes,2562,0.0,,,,,,0.0
Albanie,3,2013,Olives,2563,82000.0,0.0,,2000.0,7000.0,73000.0,
Albanie,3,2013,"Plantes Oleiferes, Autre",2570,0.0,0.0,,,,,0.0
Albanie,3,2013,Huile de Soja,2571,0.0,,,,,0.0,
Albanie,3,2013,Huile d'Arachide,2572,0.0,,,,,0.0,
Albanie,3,2013,Huile de Tournesol,2573,29000.0,,,,,16000.0,13000.0
Albanie,3,2013,Huile de Colza&Moutarde,2574,0.0,,,,,0.0,
Albanie,3,2013,Huile Graines de Coton,2575,0.0,,,,,,0.0
Albanie,3,2013,Huile de Palmistes,2576,0.0,,,,,,0.0
Albanie,3,2013,Huile de Palme,2577,2000.0,,,,0.0,0.0,2000.0
Albanie,3,2013,Huile de Coco,2578,0.0,,,,,,0.0
Albanie,3,2013,Huile de Sésame,2579,0.0,,,,,,0.0
Albanie,3,2013,Huile d'Olive,2580,2000.0,,,,,2000.0,0.0
Albanie,3,2013,Huile de Germe de Maïs,2582,1000.0,,,,,1000.0,
Albanie,3,2013,Huil Plantes Oleif Autr,2586,4000.0,,,,,4000.0,1000.0
Albanie,3,2013,Tomates,2601,207000.0,,,22000.0,0.0,185000.0,
Albanie,3,2013,Oignons,2602,94000.0,,,,,94000.0,
Albanie,3,2013,"Légumes, Autres",2605,591000.0,70000.0,,22000.0,,498000.0,
Albanie,3,2013,"Oranges, Mandarines",2611,41000.0,,,1000.0,,40000.0,
Albanie,3,2013,Citrons & Limes,2612,5000.0,,,,,5000.0,
Albanie,3,2013,Pamplemousse,2613,0.0,,,,,0.0,
Albanie,3,2013,"Agrumes, Autres",2614,1000.0,,,,,1000.0,
Albanie,3,2013,Bananes,2615,20000.0,,,,0.0,20000.0,
Albanie,3,2013,Bananes plantains,2616,1000.0,,,,,1000.0,
Albanie,3,2013,Pommes,2617,82000.0,,,4000.0,,78000.0,
Albanie,3,2013,Ananas,2618,0.0,,,,,0.0,
Albanie,3,2013,Dattes,2619,12000.0,,,,,12000.0,
Albanie,3,2013,Raisin,2620,209000.0,,,2000.0,54000.0,153000.0,
Albanie,3,2013,"Fruits, Autres",2625,148000.0,,,7000.0,,141000.0,
Albanie,3,2013,Café,2630,8000.0,,,,,8000.0,
Albanie,3,2013,Feve de Cacao,2633,2000.0,,,,,2000.0,
Albanie,3,2013,Thé,2635,0.0,,,,,0.0,
Albanie,3,2013,Poivre,2640,0.0,,,,,0.0,
Albanie,3,2013,Piments,2641,0.0,,,,,0.0,
Albanie,3,2013,"Épices, Autres",2645,0.0,,,,,0.0,
Albanie,3,2013,Vin,2655,25000.0,,,,,25000.0,
Albanie,3,2013,Bière,2656,86000.0,,,,,86000.0,
Albanie,3,2013,Boissons Fermentés,2657,0.0,,,,,0.0,
Albanie,3,2013,Boissons Alcooliques,2658,8000.0,,,,,8000.0,
Albanie,3,2013,"Alcool, non Comestible",2659,4000.0,,,,,,4000.0
Albanie,3,2013,Aliments pour enfants,2680,0.0,,,,,0.0,
Albanie,3,2013,Viande de Bovins,2731,71000.0,,,,,71000.0,
Albanie,3,2013,Viande d'Ovins/Caprins,2732,49000.0,,,,,49000.0,
Albanie,3,2013,Viande de Suides,2733,35000.0,,,,,35000.0,
Albanie,3,2013,Viande de Volailles,2734,42000.0,,,,,42000.0,
Albanie,3,2013,"Viande, Autre",2735,0.0,,,,,0.0,
Albanie,3,2013,Abats Comestible,2736,11000.0,,,,,11000.0,
Albanie,3,2013,Graisses Animales Crue,2737,5000.0,,,,,4000.0,0.0
Albanie,3,2013,"Beurre, Ghee",2740,4000.0,,,,,4000.0,
Albanie,3,2013,Crème,2743,0.0,,,,,0.0,
Albanie,3,2013,Oeufs,2744,47000.0,,0.0,7000.0,,40000.0,
Albanie,3,2013,Miel,2745,3000.0,,,,,3000.0,
Albanie,3,2013,Poissons Eau Douce,2761,2000.0,,,,,2000.0,0.0
Albanie,3,2013,Perciform,2762,3000.0,,,,,3000.0,0.0
Albanie,3,2013,Poissons Pelagiques,2763,5000.0,0.0,,,,5000.0,0.0
Albanie,3,2013,"Poissons Marins, Autres",2764,2000.0,,,,,2000.0,0.0
Albanie,3,2013,Crustacés,2765,1000.0,,,,,1000.0,0.0
Albanie,3,2013,Cephalopodes,2766,1000.0,,,,,1000.0,0.0
Albanie,3,2013,"Mollusques, Autres",2767,1000.0,,,,,1000.0,0.0
Albanie,3,2013,Animaux Aquatiques Autre,2769,0.0,,,,,0.0,0.0
Albanie,3,2013,Plantes Aquatiques,2775,0.0,,,,,0.0,0.0
Albanie,3,2013,Huiles de Poissons,2781,0.0,,,,,0.0,0.0
Albanie,3,2013,Huiles de Foie de Poisso,2782,0.0,,,,,0.0,0.0
Albanie,3,2013,Riz (Eq Blanchi),2805,25000.0,0.0,0.0,0.0,0.0,25000.0,0.0
Albanie,3,2013,Lait - Excl Beurre,2848,1153000.0,101000.0,,87000.0,0.0,964000.0,2000.0
Albanie,3,2013,Miscellanees,2899,,,,,,,
Algérie,4,2013,Blé,2511,9461000.0,545000.0,153000.0,672000.0,0.0,7270000.0,820000.0
Algérie,4,2013,Orge,2513,2052000.0,1280000.0,92000.0,121000.0,42000.0,517000.0,
Algérie,4,2013,Maïs,2514,3252000.0,2400000.0,0.0,225000.0,,627000.0,
Algérie,4,2013,Seigle,2515,0.0,,,0.0,,0.0,
Algérie,4,2013,Avoine,2516,122000.0,107000.0,8000.0,6000.0,,0.0,
Algérie,4,2013,Millet,2517,1000.0,1000.0,,,,,
Algérie,4,2013,Sorgho,2518,3000.0,0.0,0.0,0.0,,3000.0,
Algérie,4,2013,"Céréales, Autres",2520,4000.0,2000.0,,,,1000.0,
Algérie,4,2013,Pommes de Terre,2531,5087000.0,0.0,171000.0,1773000.0,,2540000.0,603000.0
Algérie,4,2013,Manioc,2532,0.0,,,,,0.0,
Algérie,4,2013,Patates douces,2533,0.0,,,,,,
Algérie,4,2013,Racines nda,2534,0.0,,,,,0.0,
Algérie,4,2013,"Sucre, canne",2536,0.0,0.0,,,,,
Algérie,4,2013,"Sucre, betterave",2537,0.0,,,0.0,0.0,,
Algérie,4,2013,Sucre Eq Brut,2542,1279000.0,,,,,1089000.0,190000.0
Algérie,4,2013,Edulcorants Autres,2543,24000.0,,,,0.0,24000.0,
Algérie,4,2013,Haricots,2546,64000.0,,0.0,3000.0,,61000.0,
Algérie,4,2013,Pois,2547,19000.0,,0.0,0.0,,18000.0,
Algérie,4,2013,Légumineuses Autres,2549,277000.0,14000.0,4000.0,12000.0,,247000.0,
Algérie,4,2013,Noix,2551,71000.0,,,,,71000.0,
Algérie,4,2013,Soja,2555,0.0,0.0,,,,0.0,
Algérie,4,2013,Arachides Decortiquees,2556,55000.0,,0.0,,44000.0,11000.0,
Algérie,4,2013,Graines de tournesol,2557,3000.0,,0.0,0.0,3000.0,,
Algérie,4,2013,Graines Colza/Moutarde,2558,49000.0,,0.0,5000.0,42000.0,1000.0,
Algérie,4,2013,Graines de coton,2559,0.0,,0.0,0.0,,,0.0
Algérie,4,2013,Coco (Incl Coprah),2560,3000.0,,,,,3000.0,
Algérie,4,2013,Sésame,2561,5000.0,,,,,5000.0,
Algérie,4,2013,Palmistes,2562,0.0,,,,,0.0,
Algérie,4,2013,Olives,2563,591000.0,,,,400000.0,191000.0,
Algérie,4,2013,"Plantes Oleiferes, Autre",2570,5000.0,1000.0,,,0.0,,3000.0
Algérie,4,2013,Huile de Soja,2571,293000.0,,,,,293000.0,
Algérie,4,2013,Huile d'Arachide,2572,20000.0,,,,,20000.0,
Algérie,4,2013,Huile de Tournesol,2573,77000.0,,,,,77000.0,
Algérie,4,2013,Huile de Colza&Moutarde,2574,18000.0,,,,,18000.0,0.0
Algérie,4,2013,Huile Graines de Coton,2575,0.0,,,,,,0.0
Algérie,4,2013,Huile de Palmistes,2576,0.0,,,,,,0.0
Algérie,4,2013,Huile de Palme,2577,82000.0,,,,,29000.0,52000.0
Algérie,4,2013,Huile de Coco,2578,1000.0,,,,,1000.0,
Algérie,4,2013,Huile de Sésame,2579,0.0,,,,,0.0,
Algérie,4,2013,Huile d'Olive,2580,68000.0,,,,,68000.0,0.0
Algérie,4,2013,Huile de Germe de Maïs,2582,2000.0,,,,,2000.0,
Algérie,4,2013,Huil Plantes Oleif Autr,2586,81000.0,,,,,78000.0,3000.0
Algérie,4,2013,Tomates,2601,1151000.0,,,78000.0,,1073000.0,
Algérie,4,2013,Oignons,2602,1344000.0,,,67000.0,,1277000.0,
Algérie,4,2013,"Légumes, Autres",2605,4542000.0,0.0,,398000.0,0.0,4147000.0,
Algérie,4,2013,"Oranges, Mandarines",2611,1174000.0,,,58000.0,,1116000.0,
Algérie,4,2013,Citrons & Limes,2612,83000.0,,,8000.0,,75000.0,
Algérie,4,2013,Pamplemousse,2613,3000.0,,,0.0,,3000.0,
Algérie,4,2013,"Agrumes, Autres",2614,9000.0,,,,,9000.0,
Algérie,4,2013,Bananes,2615,274000.0,,,27000.0,,247000.0,
Algérie,4,2013,Bananes plantains,2616,0.0,,,,,0.0,
Algérie,4,2013,Pommes,2617,572000.0,,,28000.0,,544000.0,
Algérie,4,2013,Ananas,2618,10000.0,,,0.0,,10000.0,
Algérie,4,2013,Dattes,2619,855000.0,,,34000.0,,821000.0,
Algérie,4,2013,Raisin,2620,605000.0,,,10000.0,83000.0,512000.0,
Algérie,4,2013,"Fruits, Autres",2625,1202000.0,,,61000.0,0.0,1141000.0,
Algérie,4,2013,Café,2630,129000.0,,,,,129000.0,
Algérie,4,2013,Feve de Cacao,2633,41000.0,,,,,41000.0,
Algérie,4,2013,Thé,2635,13000.0,,,,,13000.0,
Algérie,4,2013,Poivre,2640,4000.0,,,,,4000.0,
Algérie,4,2013,Piments,2641,20000.0,,,1000.0,,19000.0,
Algérie,4,2013,Girofles,2642,0.0,,,,,0.0,
Algérie,4,2013,"Épices, Autres",2645,10000.0,,,,,10000.0,
Algérie,4,2013,Vin,2655,55000.0,,,,23000.0,0.0,32000.0
Algérie,4,2013,Bière,2656,188000.0,,,,,188000.0,
Algérie,4,2013,Boissons Fermentés,2657,0.0,,,,,0.0,
Algérie,4,2013,Boissons Alcooliques,2658,7000.0,,,,,7000.0,
Algérie,4,2013,"Alcool, non Comestible",2659,3000.0,,,,,,3000.0
Algérie,4,2013,Aliments pour enfants,2680,22000.0,,,,,22000.0,
Algérie,4,2013,Viande de Bovins,2731,220000.0,,,,,220000.0,
Algérie,4,2013,Viande d'Ovins/Caprins,2732,301000.0,,,,,301000.0,
Algérie,4,2013,Viande de Suides,2733,0.0,,,,,0.0,0.0
Algérie,4,2013,Viande de Volailles,2734,291000.0,,,,,291000.0,
Algérie,4,2013,"Viande, Autre",2735,14000.0,,,,,14000.0,
Algérie,4,2013,Abats Comestible,2736,57000.0,,,,,57000.0,0.0
Algérie,4,2013,Graisses Animales Crue,2737,10000.0,,,,,10000.0,1000.0
Algérie,4,2013,"Beurre, Ghee",2740,20000.0,,,,,20000.0,
Algérie,4,2013,Oeufs,2744,348000.0,,21000.0,10000.0,,316000.0,
Algérie,4,2013,Miel,2745,7000.0,,,,,7000.0,
Algérie,4,2013,Poissons Eau Douce,2761,13000.0,,,,,13000.0,0.0
Algérie,4,2013,Perciform,2762,17000.0,,,,,17000.0,0.0
Algérie,4,2013,Poissons Pelagiques,2763,100000.0,0.0,,,,100000.0,0.0
Algérie,4,2013,"Poissons Marins, Autres",2764,17000.0,,,,,17000.0,0.0
Algérie,4,2013,Crustacés,2765,5000.0,,,,,5000.0,0.0
Algérie,4,2013,Cephalopodes,2766,2000.0,,,,,2000.0,0.0
Algérie,4,2013,"Mollusques, Autres",2767,0.0,,,,,0.0,0.0
Algérie,4,2013,Animaux Aquatiques Autre,2769,0.0,,,,,0.0,0.0
Algérie,4,2013,Plantes Aquatiques,2775,0.0,,,,,0.0,0.0
Algérie,4,2013,Huiles de Poissons,2781,0.0,,,,,0.0,0.0
Algérie,4,2013,Huiles de Foie de Poisso,2782,0.0,,,,,0.0,0.0
Algérie,4,2013,Riz (Eq Blanchi),2805,118000.0,2000.0,0.0,0.0,,117000.0,
Algérie,4,2013,Lait - Excl Beurre,2848,5705000.0,,,156000.0,,5549000.0,
Algérie,4,2013,Miscellanees,2899,,,,,,,
Angola,7,2013,Blé,2511,898000.0,,0.0,23000.0,0.0,874000.0,
Angola,7,2013,Orge,2513,99000.0,,,,99000.0,0.0,
Angola,7,2013,Maïs,2514,1531000.0,270000.0,58000.0,252000.0,118000.0,833000.0,
Angola,7,2013,Avoine,2516,0.0,0.0,,,,0.0,
Angola,7,2013,Millet,2517,39000.0,,2000.0,3000.0,3000.0,30000.0,
Angola,7,2013,Sorgho,2518,46000.0,46000.0,,,,0.0,
Angola,7,2013,Pommes de Terre,2531,709000.0,,215000.0,57000.0,,438000.0,
Angola,7,2013,Manioc,2532,16412000.0,8880000.0,,3282000.0,,4249000.0,
Angola,7,2013,Patates douces,2533,1200000.0,,,144000.0,,1056000.0,
Angola,7,2013,Racines nda,2534,0.0,,,,,0.0,
Angola,7,2013,"Sucre, canne",2536,510000.0,5000.0,3000.0,26000.0,477000.0,,
Angola,7,2013,Sucre Eq Brut,2542,407000.0,,,,0.0,327000.0,80000.0
Angola,7,2013,Edulcorants Autres,2543,0.0,,,,,0.0,
Angola,7,2013,Haricots,2546,257000.0,,39000.0,26000.0,,192000.0,
Angola,7,2013,Noix,2551,2000.0,,,,,2000.0,
Angola,7,2013,Soja,2555,11000.0,,,,,11000.0,
Angola,7,2013,Arachides Decortiquees,2556,136000.0,,16000.0,3000.0,70000.0,47000.0,
Angola,7,2013,Graines de tournesol,2557,12000.0,,0.0,0.0,11000.0,,
Angola,7,2013,Graines de coton,2559,3000.0,,0.0,0.0,3000.0,,
Angola,7,2013,Coco (Incl Coprah),2560,3000.0,,,,,3000.0,
